Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.,Total Strike Landed R4  Disp.,Total Strike Missed R4  Disp.,Non-Sig. Strike Landed R4  Disp.,Non-Sig. Strike Missed R4  Disp.,Sig. Strike Landed R4  Disp.,Sig. Strike Missed R4  Disp.,Head R4  Disp.,Body R4  Disp.,Leg R4  Disp.,Distance R4  Disp.,Clinch R4  Disp.,Ground R4  Disp.,Knockdowns R4  Disp.,TD Completed R4  Disp.,TD Missed R4  Disp.,Sub. Att R4  Disp.,Rev. R4  Disp.,Ctrl Time (Minutes) R4  Disp.,Total Strike Landed R5  Disp.,Total Strike Missed R5  Disp.,Non-Sig. Strike Landed R5  Disp.,Non-Sig. Strike Missed R5  Disp.,Sig. Strike Landed R5  Disp.,Sig. Strike Missed R5  Disp.,Head R5  Disp.,Body R5  Disp.,Leg R5  Disp.,Distance R5  Disp.,Clinch R5  Disp.,Ground R5  Disp.,Knockdowns R5  Disp.,TD Completed R5  Disp.,TD Missed R5  Disp.,Sub. Att R5  Disp.,Rev. R5  Disp.,Ctrl Time (Minutes) R5  Disp.
Emily Ducote,Loopy Godinez,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30. Junichiro Kamijo 28 - 29. Ron McCarthy 28 - 29.,Catch Weight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,3,-15,15,0,0,-15,15,-20,3,2,-14,-1,0,0,0,0,0,0,0.183333333,0,25,0,0,0,25,-8,4,4,4,-4,0,0,0,1,0,0,0,-1,3,4,-1,-5,4,-7,2,0,-5,0,0,0,-1,1,0,0,-0.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Fialho,Joaquin Buckley,0,1,KO/TKO,2,4:15,3 Rnd (5-5-5),Kerry Hatley,Kick to Head At Distance,Welterweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,2,-2,-15,0,0,-2,-15,-2,2,-2,-3,1,0,0,-2,-1,0,0,-0.216666667,-3,-19,-1,0,-2,-19,4,-4,-2,-2,0,0,-1,0,0,0,0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Ferreira,Michael Johnson,1,0,KO/TKO,2,1:50,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Lightweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,2,-3,12,0,0,-3,12,1,-5,1,-3,0,0,0,0,1,0,0,0,1,3,0,0,1,3,3,-2,0,0,0,1,1,0,1,0,0,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maheshate,Viacheslav Borshchev,0,1,KO/TKO,2,2:37,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,Lightweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,2,-34,5,1,0,-35,5,-6,-10,-19,-28,-6,-1,-1,0,1,0,0,-0.083333333,-18,9,0,0,-18,9,-8,-6,-4,-12,-2,-4,-2,0,1,0,0,-0.066666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karolina Kowalkiewicz,Vanessa Demopoulos,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30. Derek Cleary 27 - 30. Jacob Montalvo 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,3,6,-1,-8,0,14,-1,13,3,-2,12,2,0,0,0,-1,0,0,0.383333333,34,-36,1,1,33,-37,17,9,7,33,0,0,0,0,-2,0,0,0,25,-16,1,1,24,-17,15,5,4,24,0,0,0,0,-1,0,0,1.483333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orion Cosce,Gilbert Urbina,0,1,KO/TKO,2,2:55,3 Rnd (5-5-5),Kerry Hatley,Kick to Body At Distance,Welterweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,2,-61,-9,-37,-4,-24,-5,-16,-8,0,-3,-2,-19,0,-2,0,-1,0,-3.016666667,-11,-10,0,0,-11,-10,-6,-1,-4,-10,-1,0,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilir Latifi,Rodrigo Nascimento,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29. Jacob Montalvo 29 - 28. Sal D'amato 28 - 29.,Heavyweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,3,-6,-23,0,0,-6,-23,-18,6,6,-2,-4,0,0,0,1,0,0,0,21,-14,25,1,-4,-15,-5,2,-1,-5,-1,2,0,1,0,0,0,2.2,-15,-18,-6,0,-9,-18,-8,0,-1,-8,-1,0,0,1,4,0,0,1.633333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Hooper,Nick Fiore,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo 26 - 30. Mike Bell 27 - 30. Tony Weeks 27 - 30.,Lightweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,3,48,29,5,3,43,26,27,11,5,23,18,2,0,-1,1,0,0,-0.616666667,58,22,17,4,41,18,29,11,1,24,15,2,0,-2,5,1,0,-0.7,53,32,39,19,14,13,5,8,1,16,-2,0,0,0,-1,0,1,0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Silva,Victoria Leonardo,1,0,KO/TKO,1,2:58,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,Women's Flyweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,1,14,14,1,0,13,14,10,2,1,13,0,0,1,0,-1,0,0,0.266666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takashi Sato,Themba Gorimbo,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30. Junichiro Kamijo 27 - 30. Tony Weeks 27 - 30.,Welterweight Bout,UFC Fight Night: Dern vs. Hill,"Las Vegas, Nevada, USA",5/20/23,3,-24,-12,-20,-8,-4,-4,1,-5,0,-1,-3,0,0,0,-1,0,-1,-3.433333333,-19,-13,-15,-4,-4,-9,-6,2,0,-4,9,-9,-1,0,2,0,-1,-2.1,-11,-3,-16,-10,5,7,5,0,0,-2,0,7,0,-1,-2,0,1,-3.366666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairzinho Rozenstruik,Jailton Almeida,0,1,Submission,1,3:43,5 Rnd (5-5-5-5-5),Dan Miragliotta,Rear Naked Choke,Heavyweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,1,-11,-2,-7,-1,-4,-1,-3,-1,0,0,0,-4,0,-1,-1,-1,0,-3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Smith,Johnny Walker,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Brian Puccillo 28 - 29. Mike Bell 27 - 30. Junichiro Kamijo 27 - 30.,Light Heavyweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,3,-16,-19,2,-1,-18,-18,-8,-1,-9,-9,-6,-3,0,0,1,0,0,1.266666667,-13,-12,0,0,-13,-12,1,-2,-12,-13,0,0,0,0,0,0,0,0,-29,-20,-6,-4,-23,-16,-6,4,-21,-21,0,-2,0,0,1,0,0,-0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Rodriguez,Ian Machado Garry,0,1,KO/TKO,1,2:57,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,Welterweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,1,-16,-5,0,0,-16,-5,-17,-2,3,-5,0,-11,-1,0,0,0,0,-0.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Ulberg,Ihor Potieria,1,0,KO/TKO,1,2:09,3 Rnd (5-5-5),Keith Peterson,Punches to Head On Ground,Light Heavyweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,1,8,4,0,0,8,4,10,1,-3,0,0,8,1,0,-1,0,0,0.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Means,Alex Morono,0,1,Submission,2,2:09,3 Rnd (5-5-5),Wayne Spinola,Guillotine Choke From Bottom Guard,Welterweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,2,7,-9,-7,-1,14,-8,-6,14,6,7,7,0,0,0,0,0,0,0.45,-4,-4,3,0,-7,-4,-7,0,0,-8,1,0,0,2,0,-1,0,0.316666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Brown,Court McGee,1,0,KO/TKO,1,4:09,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Welterweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,1,5,-27,2,-8,3,-19,0,1,2,4,-1,0,1,-1,0,0,0,-1.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Williams,Chase Sherman,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Bobby Harris 27 - 30. Andrew Hopper Jr. 27 - 30. Junichiro Kamijo 28 - 29.,Heavyweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,3,17,7,9,11,8,-4,8,2,-2,4,1,3,0,1,2,0,0,1.683333333,8,-3,-2,0,10,-3,12,1,-3,10,0,0,0,0,2,0,0,0.383333333,-4,-4,-2,-2,-2,-2,7,-7,-2,5,-7,0,0,0,5,0,0,0.316666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Stamann,Douglas Silva de Andrade,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Wayne Spinola,Bobby Harris 28 - 29. Andrew Hopper Jr. 28 - 29. Pedro Claudio 28 - 29.,Catch Weight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,3,-9,-24,0,0,-9,-24,1,-2,-8,-8,-1,0,0,1,0,0,0,0.1,-7,-1,0,0,-7,-1,6,-8,-5,-7,0,0,0,0,3,0,0,0.35,10,-6,1,1,9,-7,16,-4,-3,4,0,5,1,0,0,0,0,1.533333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ji Yeon Kim,Mandy Bohm,0,1,Decision - Split,3,1:55,3 Rnd (5-5-5),Larry Carter,technical decision after accidental foul Mike Bell 27 - 28. Bobby Harris 28 - 27. Junichiro Kamijo 27 - 28.,Women's Flyweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,3,-6,1,-4,-3,-2,4,-1,0,-1,0,0,-2,0,-1,-1,-1,0,0.733333333,2,0,5,-6,-3,6,-3,2,-2,-3,0,0,0,-1,-2,1,0,0.2,11,3,13,1,-2,2,0,-2,0,0,-2,0,0,0,0,0,0,0.716666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Battle,Gabe Green,1,0,KO/TKO,1,0:14,3 Rnd (5-5-5),Wayne Spinola,Punch to Head At Distance,Welterweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,1,-3,0,0,0,-3,0,1,-2,-2,-4,0,1,1,0,0,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica-Rose Clark,Tainara Lisboa,0,1,Submission,3,4:20,3 Rnd (5-5-5),Larry Carter,Rear Naked Choke,Women's Bantamweight Bout,UFC Fight Night: Rozenstruik vs. Almeida,"Charlotte, North Carolina, USA",5/13/23,3,-18,3,-15,0,-3,3,-1,-5,3,2,-4,-1,0,-1,2,0,0,-0.033333333,-30,-8,-18,0,-12,-8,-8,-4,0,-8,-4,0,0,1,2,0,0,2.583333333,-21,-5,-20,-3,-1,-2,-1,-1,1,0,-1,0,0,0,1,-1,0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aljamain Sterling,Henry Cejudo,1,0,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 47 - 48. Mike Bell 48 - 47. Eric Colon 47 - 48.,UFC Bantamweight Title Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,5,14,3,1,0,13,3,2,9,2,5,3,5,0,1,1,0,0,-0.166666667,-2,4,0,0,-2,4,0,4,-6,-1,-1,0,0,0,0,0,0,-0.033333333,7,-12,-4,-1,11,-11,5,6,0,7,3,1,0,0,5,0,0,-0.216666667,21,0,9,0,12,0,-2,8,6,8,3,1,0,1,1,0,0,0.383333333,-4,2,-1,0,-3,2,5,-7,-1,-1,-2,0,0,-1,0,0,0,-0.55
Belal Muhammad,Gilbert Burns,1,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Mike Bell 45 - 50. Derek Cleary 46 - 49. Eric Colon 46 - 49.,Welterweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,5,4,4,0,0,4,4,2,6,-4,4,0,0,0,0,-1,0,0,0,3,20,0,0,3,20,5,7,-9,3,0,0,0,0,0,0,0,0,11,26,0,0,11,26,13,2,-4,11,0,0,0,0,0,0,0,0,-14,-12,0,0,-14,-12,-16,2,0,-14,0,0,0,0,0,0,0,0,21,16,0,0,21,16,25,5,-9,21,0,0,0,0,-1,0,0,0
Jessica Andrade,Yan Xiaonan,0,1,KO/TKO,1,2:20,3 Rnd (5-5-5),Vitor Ribeiro,Punch to Head At Distance,Women's Strawweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,1,-14,10,0,0,-14,10,-7,-2,-5,-11,0,-3,-1,0,0,0,0,-0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movsar Evloev,Diego Lopes,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 28 - 29. Eric Colon 28 - 29. Dave Tirelli 27 - 30.,Featherweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,3,37,-2,38,2,-1,-4,1,1,-3,-4,1,2,0,1,1,-1,0,3.15,69,13,40,0,29,13,30,-1,0,12,0,17,0,1,0,0,0,2.333333333,29,0,6,0,23,0,16,-1,8,10,7,6,0,2,2,-3,-1,2.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kron Gracie,Charles Jourdain,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,Derek Cleary 27 - 30. Eric Colon 27 - 30. Dave Tirelli 27 - 30.,Featherweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,3,14,-12,23,3,-9,-15,-15,-2,8,-3,-6,0,0,0,0,0,0,-1.066666667,13,-15,24,7,-11,-22,-12,-3,4,-2,-4,-5,0,0,0,0,0,-2.816666667,-31,-19,-3,7,-28,-26,-14,-8,-6,-17,-6,-5,0,0,0,0,0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Dober,Matt Frevola,0,1,KO/TKO,1,4:08,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Lightweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,1,-19,-1,-4,0,-15,-1,-14,2,-3,-3,0,-12,-1,0,-1,0,0,-0.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Nzechukwu,Devin Clark,1,0,Submission,2,2:28,3 Rnd (5-5-5),Gasper Oliver,Guillotine Choke Standing,Light Heavyweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,2,7,-6,-9,-6,16,0,16,4,-4,-3,19,0,0,-1,-1,0,0,1.85,11,-4,1,-1,10,-3,3,7,0,-1,11,0,0,0,-1,1,0,0.783333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khaos Williams,Rolando Bedoya,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Dominic Carolei 28 - 29. Derek Cleary 30 - 27.,Welterweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,3,0,32,0,0,0,32,-5,6,-1,5,-5,0,0,0,-1,0,0,0.8,-1,31,0,0,-1,31,-8,5,2,0,-1,0,0,0,0,0,0,0.3,-18,30,0,0,-18,30,-22,3,1,-15,-3,0,0,0,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Rodriguez,Virna Jandiroba,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Mike Bell 28 - 29. Dominic Carolei 28 - 29. Maimunah Querido 27 - 30.,Women's Strawweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,3,-13,-6,-16,-5,3,-1,2,0,1,1,0,2,0,-1,0,0,0,-4.6,-7,0,-1,-1,-6,1,-9,3,0,0,-1,-5,0,-1,-3,0,-1,-4.016666667,44,16,35,3,9,13,9,1,-1,2,-1,8,0,-1,-1,0,0,-3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Smith,Parker Porter,0,1,KO/TKO,1,2:10,3 Rnd (5-5-5),Gary Copeland,Punches to Head From Mount,Heavyweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,1,-23,-10,-12,-13,-11,3,-11,-1,1,2,-3,-10,0,0,0,0,0,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Hawes,Ikram Aliskerov,0,1,KO/TKO,1,2:10,3 Rnd (5-5-5),Gasper Oliver,Punches to Head At Distance,Middleweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,1,-3,-2,0,0,-3,-2,-9,4,2,-2,-1,0,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Holmes,Claudio Ribeiro,0,1,KO/TKO,2,3:21,3 Rnd (5-5-5),Gary Copeland,Punches to Head On Ground,Middleweight Bout,UFC 288: Sterling vs. Cejudo,"Newark, New Jersey, USA",5/6/23,2,-24,-9,-17,-3,-7,-6,-15,3,5,3,4,-14,0,0,0,0,0,-0.583333333,-14,-15,-1,-2,-13,-13,-15,0,2,0,-1,-12,-1,0,1,0,0,-0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song Yadong,Ricky Simon,1,0,KO/TKO,5,1:10,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,Bantamweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,5,-1,6,0,0,-1,6,-4,1,2,-2,1,0,0,0,-2,0,0,0.066666667,9,11,-1,0,10,11,-1,7,4,9,0,1,0,-2,0,0,0,-0.65,7,19,0,0,7,19,0,0,7,7,0,0,0,0,-2,0,0,-0.05,3,21,-2,0,5,21,-1,0,6,20,0,-15,0,0,0,0,0,-0.183333333,19,3,2,0,17,3,10,6,1,2,0,15,1,0,0,0,0,0.216666667
Caio Borralho,Michal Oleksiejczuk,1,0,Submission,2,2:49,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Middleweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,2,4,-9,5,0,-1,-9,0,-4,3,-9,1,7,0,1,2,0,0,0.466666667,18,-4,13,1,5,-5,6,-3,2,1,0,4,0,2,0,1,0,1.966666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Vieira,Cody Brundage,1,0,Submission,2,1:28,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Mount,Middleweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,2,-13,-3,-2,0,-11,-3,-9,0,-2,-10,2,-3,-1,1,5,0,0,2,2,0,1,1,1,-1,0,1,0,1,0,0,0,0,1,1,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Erosa,Fernando Padilla,0,1,KO/TKO,1,1:41,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,Featherweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,1,-5,0,0,0,-5,0,-8,-1,4,-4,0,-1,-1,0,1,0,0,-0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Rogerio de Lima,Waldo Cortes-Acosta,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29. Eric Colon 28 - 29. Anthony Maness 28 - 29.,Heavyweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,3,10,-12,3,0,7,-12,0,-5,12,9,-3,1,0,1,0,0,0,1.016666667,4,-12,8,2,-4,-14,-7,-2,5,-6,2,0,0,2,2,0,0,3,-26,-25,0,0,-26,-25,-27,0,1,-26,0,0,0,0,1,0,0,0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Quinlan,Trey Waters,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 27 - 30. Chris Lee 27 - 30. Tony Weeks 27 - 30.,Welterweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,3,-18,5,-1,0,-17,5,-18,-4,5,-19,1,1,0,1,3,0,0,0.766666667,-17,-21,0,0,-17,-21,-24,3,4,-17,0,0,0,0,2,0,0,0,-21,-5,-1,0,-20,-5,-25,0,5,-20,0,0,0,-1,1,0,0,-0.316666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Buday,Jake Collier,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29. Anthony Maness 28 - 29.,Heavyweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,3,-18,-35,0,-5,-18,-30,-12,-5,-1,-17,1,-2,0,0,0,0,0,-0.616666667,22,0,11,1,11,-1,2,8,1,6,5,0,0,0,0,0,0,-2.2,34,0,23,3,11,-3,13,-1,-1,6,-2,7,0,0,-1,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Durden,Charles Johnson,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30. Adalaide Byrd 27 - 30. Sal D'amato 27 - 30.,Flyweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,3,20,1,14,2,6,-1,4,-2,4,5,0,1,0,4,2,-1,0,3.583333333,-1,-4,0,2,-1,-6,4,-7,2,-4,-2,5,0,4,2,0,0,3.216666667,1,2,2,1,-1,1,1,-1,-1,-1,0,0,0,3,3,0,0,2.616666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Egger,Irina Alekseeva,0,1,Submission,1,2:11,3 Rnd (5-5-5),Jason Herzog,Kneebar After Drop to Ground,Women's Bantamweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,1,-9,-11,0,0,-9,-11,-4,-7,2,-8,-1,0,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journey Newson,Marcus McGhee,0,1,Submission,2,2:03,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,Catch Weight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,2,-10,6,0,-1,-10,7,-6,-3,-1,-10,0,0,0,0,3,0,0,0.566666667,-2,-2,0,0,-2,-2,-2,-2,2,1,-2,-1,-1,0,3,-1,0,-0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
